Drug1,Drug1_ID,Drug2,Drug2_ID,Interaction
tricyclic antidepressants,N/A,cmi,N/A,0
guanethidine,DB01170,clonidine,DB00575,0
guanethidine,DB01170,cmi,N/A,0
guanethidine,DB01170,tricyclic antidepressants,N/A,0
clonidine,DB00575,cmi,N/A,0
clonidine,DB00575,tricyclic antidepressants,N/A,0
cmi,N/A,tricyclic antidepressants,N/A,0
cmi,N/A,haloperidol,DB00502,1
tricyclic antidepressants,N/A,methylphenidate,DB00422,1
tricyclic antidepressants,N/A,phenytoin,DB00252,1
methylphenidate,DB00422,cimetidine,DB00501,0
methylphenidate,DB00422,fluoxetine,DB00472,0
methylphenidate,DB00422,barbiturates,N/A,0
methylphenidate,DB00422,cmi,N/A,1
cimetidine,DB00501,barbiturates,N/A,0
cimetidine,DB00501,cmi,N/A,1
fluoxetine,DB00472,barbiturates,N/A,0
fluoxetine,DB00472,phenytoin,DB00252,0
fluoxetine,DB00472,cmi,N/A,1
barbiturates,N/A,cmi,N/A,1
phenytoin,DB00252,cmi,N/A,1
cmi,N/A,phenobarbital,DB01174,1
selective serotonin reuptake inhibitors,N/A,fluvoxamine,DB00176,0
sertraline,DB01104,fluvoxamine,DB00176,0
paroxetine,DB00715,fluvoxamine,DB00176,0
fluvoxamine,DB00176,tca,N/A,1
tca,N/A,fluoxetine,DB00472,1
tricyclic antidepressant class,N/A,anafranil,N/A,0
tricyclic antidepressant class,N/A,tricyclic antidepressant agent,N/A,0
anafranil,N/A,tricyclic antidepressant agent,N/A,0
tca,N/A,tricyclic antidepressant class,N/A,0
tca,N/A,anafranil,N/A,0
anafranil,N/A,anafranil,N/A,0
anafranil,N/A,warfarin,DB00682,1
anafranil,N/A,digoxin,DB00390,1
digitalis,N/A,bretylium tosylate,N/A,1
catecholamines,N/A,dopamine,DB00988,0
catecholamines,N/A,norepinephrine,DB00368,0
catecholamines,N/A,bretylium tosylate,N/A,1
dopamine,DB00988,norepinephrine,DB00368,0
dopamine,DB00988,bretylium tosylate,N/A,1
norepinephrine,DB00368,bretylium tosylate,N/A,1
lidocaine,DB00281,bretylium tosylate,N/A,0
isoflurane,DB00753,muscle relaxants,N/A,1
isoflurane,DB00753,nondepolarizing muscle relaxants,N/A,1
muscle relaxants,N/A,nondepolarizing muscle relaxants,N/A,0
barbiturates,N/A,contraceptives,N/A,1
barbiturates,N/A,antibiotics,N/A,1
barbiturates,N/A,quinidine,DB00908,1
barbiturates,N/A,theophylline,DB00277,1
barbiturates,N/A,corticosteroids,N/A,1
barbiturates,N/A,anticoagulants,N/A,1
barbiturates,N/A,beta blockers,N/A,1
contraceptives,N/A,antibiotics,N/A,0
contraceptives,N/A,anticoagulants,N/A,0
antibiotics,N/A,corticosteroids,N/A,0
antibiotics,N/A,anticoagulants,N/A,0
antibiotics,N/A,beta blockers,N/A,0
quinidine,DB00908,corticosteroids,N/A,0
quinidine,DB00908,anticoagulants,N/A,0
quinidine,DB00908,beta blockers,N/A,0
theophylline,DB00277,corticosteroids,N/A,0
theophylline,DB00277,anticoagulants,N/A,0
theophylline,DB00277,beta blockers,N/A,0
corticosteroids,N/A,beta blockers,N/A,0
dopamine,DB00988,dopamine,DB00988,0
mao inhibitors,N/A,dopamine hcl,N/A,0
dopamine hcl,N/A,dopamine hcl,N/A,0
dopamine hcl,N/A,diuretic agents,N/A,1
dopamine,DB00988,beta-adrenergic blocking agents,N/A,1
dopamine,DB00988,propranolol,DB00571,1
dopamine,DB00988,metoprolol,DB00264,1
beta-adrenergic blocking agents,N/A,propranolol,DB00571,0
beta-adrenergic blocking agents,N/A,metoprolol,DB00264,0
dopamine hcl,N/A,alpha-adrenergic blocking agents,N/A,1
dopamine,DB00988,alpha-adrenergic blocking agents,N/A,0
dopamine,DB00988,beta-adrenergic blocking agents,N/A,0
alpha-adrenergic blocking agents,N/A,beta-adrenergic blocking agents,N/A,0
butyrophenones,N/A,haloperidol,DB00502,0
butyrophenones,N/A,phenothiazines,N/A,0
butyrophenones,N/A,dopamine,DB00988,1
haloperidol,DB00502,dopamine,DB00988,1
phenothiazines,N/A,dopamine,DB00988,1
cyclopropane,DB13984,halogenated hydrocarbon anesthetics,N/A,0
cyclopropane,DB13984,catecholamines,N/A,1
cyclopropane,DB13984,dopamine,DB00988,1
halogenated hydrocarbon anesthetics,N/A,catecholamines,N/A,1
halogenated hydrocarbon anesthetics,N/A,dopamine,DB00988,1
dopamine hcl,N/A,cyclopropane,DB13984,1
dopamine hcl,N/A,halogenated hydrocarbon anesthetics,N/A,1
cyclopropane,DB13984,halogenated hydrocarbon anesthetics,N/A,0
vasopressor,N/A,ergonovine,N/A,0
vasopressor,N/A,oxytocic drugs,N/A,1
ergonovine,N/A,oxytocic drugs,N/A,1
phenytoin,DB00252,dopamine hcl,N/A,1
dopamine hcl,N/A,phenytoin,DB00252,1
dopamine hcl,N/A,anticonvulsant,N/A,0
ethambutol,DB00330,aluminum hydroxide,DB06723,1
ethambutol,DB00330,antacid,N/A,0
ethambutol,DB00330,ethambutol,DB00330,0
ethambutol,DB00330,antacid products,N/A,0
aluminum hydroxide,DB06723,ethambutol,DB00330,0
aluminum hydroxide,DB06723,antacid products,N/A,0
antacid,N/A,ethambutol,DB00330,0
antacid,N/A,antacid products,N/A,0
ethambutol,DB00330,antacids,N/A,0
antacids,N/A,ethambutol,DB00330,0
anticholinergic,N/A,akineton,N/A,0
anticholinergic,N/A,narcotic analgesics,N/A,1
anticholinergic,N/A,meperidine,DB00454,1
anticholinergic,N/A,phenothiazines,N/A,1
anticholinergic,N/A,antipsychotics,N/A,1
anticholinergic,N/A,tricyclic antidepressants,N/A,1
anticholinergic,N/A,antiarrhythmics,N/A,1
anticholinergic,N/A,quinidine,DB00908,1
anticholinergic,N/A,antihistamines,N/A,1
akineton,N/A,narcotic analgesics,N/A,1
akineton,N/A,meperidine,DB00454,1
akineton,N/A,phenothiazines,N/A,1
akineton,N/A,antipsychotics,N/A,1
akineton,N/A,tricyclic antidepressants,N/A,1
akineton,N/A,antiarrhythmics,N/A,1
akineton,N/A,quinidine,DB00908,1
akineton,N/A,antihistamines,N/A,1
narcotic analgesics,N/A,meperidine,DB00454,0
narcotic analgesics,N/A,antipsychotics,N/A,0
narcotic analgesics,N/A,tricyclic antidepressants,N/A,0
narcotic analgesics,N/A,antiarrhythmics,N/A,0
narcotic analgesics,N/A,quinidine,DB00908,0
narcotic analgesics,N/A,antihistamines,N/A,0
meperidine,DB00454,phenothiazines,N/A,0
meperidine,DB00454,antipsychotics,N/A,0
meperidine,DB00454,tricyclic antidepressants,N/A,0
meperidine,DB00454,antiarrhythmics,N/A,0
meperidine,DB00454,quinidine,DB00908,0
meperidine,DB00454,antihistamines,N/A,0
phenothiazines,N/A,antipsychotics,N/A,0
phenothiazines,N/A,antiarrhythmics,N/A,0
antipsychotics,N/A,tricyclic antidepressants,N/A,0
antipsychotics,N/A,antiarrhythmics,N/A,0
antipsychotics,N/A,quinidine,DB00908,0
antipsychotics,N/A,antihistamines,N/A,0
tricyclic antidepressants,N/A,antiarrhythmics,N/A,0
antiarrhythmics,N/A,quinidine,DB00908,0
antiarrhythmics,N/A,antihistamines,N/A,0
fentanyl,DB00813,duragesic,N/A,0
fentanyl,DB00813,ritonavir,DB00503,1
fentanyl,DB00813,ketoconazole,DB01026,1
fentanyl,DB00813,itraconazole,DB01167,1
fentanyl,DB00813,troleandomycin,DB13179,1
fentanyl,DB00813,clarithromycin,DB01211,1
fentanyl,DB00813,nelfinavir,DB00220,1
fentanyl,DB00813,fentanyl,DB00813,0
ritonavir,DB00503,ketoconazole,DB01026,0
ritonavir,DB00503,itraconazole,DB01167,0
ritonavir,DB00503,fentanyl,DB00813,0
ketoconazole,DB01026,fentanyl,DB00813,0
itraconazole,DB01167,fentanyl,DB00813,0
troleandomycin,DB13179,clarithromycin,DB01211,0
troleandomycin,DB13179,fentanyl,DB00813,0
clarithromycin,DB01211,fentanyl,DB00813,0
nelfinavir,DB00220,fentanyl,DB00813,0
diltiazem,DB00343,fentanyl,DB00813,0
erythromycin,DB00199,fentanyl,DB00813,0
central nervous system depressants,N/A,duragesic,N/A,0
central nervous system depressants,N/A,fentanyl,DB00813,0
central nervous system depressants,N/A,central nervous system depressants,N/A,0
central nervous system depressants,N/A,opioids,N/A,0
central nervous system depressants,N/A,sedatives,N/A,0
central nervous system depressants,N/A,hypnotics,N/A,0
central nervous system depressants,N/A,tranquilizers,N/A,0
central nervous system depressants,N/A,benzodiazepines,N/A,0
central nervous system depressants,N/A,anesthetics,N/A,0
central nervous system depressants,N/A,phenothiazines,N/A,0
central nervous system depressants,N/A,skeletal muscle relaxants,N/A,0
central nervous system depressants,N/A,alcohol,N/A,0
duragesic,N/A,fentanyl,DB00813,0
duragesic,N/A,central nervous system depressants,N/A,1
duragesic,N/A,opioids,N/A,1
duragesic,N/A,sedatives,N/A,1
duragesic,N/A,hypnotics,N/A,1
duragesic,N/A,tranquilizers,N/A,1
duragesic,N/A,benzodiazepines,N/A,1
duragesic,N/A,anesthetics,N/A,1
duragesic,N/A,phenothiazines,N/A,1
duragesic,N/A,skeletal muscle relaxants,N/A,1
duragesic,N/A,alcohol,N/A,1
fentanyl,DB00813,central nervous system depressants,N/A,1
fentanyl,DB00813,opioids,N/A,1
fentanyl,DB00813,sedatives,N/A,1
fentanyl,DB00813,hypnotics,N/A,1
fentanyl,DB00813,tranquilizers,N/A,1
fentanyl,DB00813,benzodiazepines,N/A,1
fentanyl,DB00813,anesthetics,N/A,1
fentanyl,DB00813,phenothiazines,N/A,1
fentanyl,DB00813,skeletal muscle relaxants,N/A,1
fentanyl,DB00813,alcohol,N/A,1
opioids,N/A,hypnotics,N/A,0
opioids,N/A,benzodiazepines,N/A,0
opioids,N/A,alcohol,N/A,0
sedatives,N/A,alcohol,N/A,0
hypnotics,N/A,alcohol,N/A,0
tranquilizers,N/A,phenothiazines,N/A,0
benzodiazepines,N/A,anesthetics,N/A,0
benzodiazepines,N/A,skeletal muscle relaxants,N/A,0
skeletal muscle relaxants,N/A,alcohol,N/A,0
mao inhibitors,N/A,duragesic,N/A,0
mao inhibitors,N/A,maoi,N/A,0
mao inhibitors,N/A,opioid analgesics,N/A,0
duragesic,N/A,maoi,N/A,1
duragesic,N/A,mao inhibitors,N/A,0
duragesic,N/A,opioid analgesics,N/A,0
maoi,N/A,mao inhibitors,N/A,0
maoi,N/A,opioid analgesics,N/A,0
mao inhibitors,N/A,opioid analgesics,N/A,1
casodex,N/A,coumarin anticoagulant,N/A,1
casodex,N/A,warfarin,DB00682,1
coumarin anticoagulant,N/A,warfarin,DB00682,0
casodex,N/A,coumarin anticoagulants,N/A,1
casodex,N/A,anticoagulant,N/A,1
coumarin anticoagulants,N/A,anticoagulant,N/A,0
anesthetic solutions,N/A,phenothiazines,N/A,1
epinephrine,DB00668,phenothiazines,N/A,1
norepinephrine,DB00368,phenothiazines,N/A,1
monoamine oxidase inhibitors,N/A,phenothiazines,N/A,0
chloroprocaine,DB01161,sulfonamide drug,N/A,1
anticholinergic drugs,N/A,amantadine,DB00915,0
anticholinergic drugs,N/A,antiarrhythmic agents,N/A,0
anticholinergic drugs,N/A,quinidine,DB00908,0
anticholinergic drugs,N/A,antihistamines,N/A,0
anticholinergic drugs,N/A,antipsychotic agents,N/A,0
anticholinergic drugs,N/A,phenothiazines,N/A,0
anticholinergic drugs,N/A,benzodiazepines,N/A,0
amantadine,DB00915,antiarrhythmic agents,N/A,0
amantadine,DB00915,quinidine,DB00908,0
amantadine,DB00915,antipsychotic agents,N/A,0
amantadine,DB00915,benzodiazepines,N/A,0
antiarrhythmic agents,N/A,quinidine,DB00908,0
antiarrhythmic agents,N/A,antihistamines,N/A,0
antiarrhythmic agents,N/A,antipsychotic agents,N/A,0
antiarrhythmic agents,N/A,phenothiazines,N/A,0
antiarrhythmic agents,N/A,benzodiazepines,N/A,0
quinidine,DB00908,antipsychotic agents,N/A,0
quinidine,DB00908,benzodiazepines,N/A,0
antihistamines,N/A,antipsychotic agents,N/A,0
antihistamines,N/A,phenothiazines,N/A,0
antihistamines,N/A,benzodiazepines,N/A,0
antipsychotic agents,N/A,phenothiazines,N/A,0
antipsychotic agents,N/A,benzodiazepines,N/A,0
phenothiazines,N/A,benzodiazepines,N/A,0
mao inhibitors,N/A,narcotic analgesics,N/A,0
mao inhibitors,N/A,meperidine,DB00454,0
mao inhibitors,N/A,nitrates,N/A,0
mao inhibitors,N/A,nitrites,N/A,0
mao inhibitors,N/A,sympathomimetic agents,N/A,0
narcotic analgesics,N/A,nitrates,N/A,0
narcotic analgesics,N/A,nitrites,N/A,0
narcotic analgesics,N/A,sympathomimetic agents,N/A,0
meperidine,DB00454,nitrates,N/A,0
meperidine,DB00454,nitrites,N/A,0
meperidine,DB00454,sympathomimetic agents,N/A,0
nitrates,N/A,nitrites,N/A,0
nitrates,N/A,sympathomimetic agents,N/A,0
nitrates,N/A,tricyclic antidepressants,N/A,0
nitrites,N/A,sympathomimetic agents,N/A,0
nitrites,N/A,tricyclic antidepressants,N/A,0
sympathomimetic agents,N/A,tricyclic antidepressants,N/A,0
anticholinergics,N/A,antiglaucoma agents,N/A,0
anticholinergic agents,N/A,digoxin,DB00390,1
anticholinergic drugs,N/A,metoclopramide,DB01233,1
antacids,N/A,anticholinergic agents,N/A,1
enbrel,N/A,methotrexate,DB00563,0
enbrel,N/A,anakinra,DB00026,1
enbrel,N/A,enbrel,N/A,0
anakinra,DB00026,enbrel,N/A,0
sulfasalazine,DB00795,enbrel,N/A,0
sulfasalazine,DB00795,sulfasalazine,DB00795,0
enbrel,N/A,sulfasalazine,DB00795,0
nabumetone,DB00461,warfarin,DB00682,1
nabumetone,DB00461,nsaids,N/A,0
aluminum,N/A,6mna,N/A,0
antacid,N/A,6mna,N/A,0
antacids,N/A,cefdinir,DB00535,0
antacids,N/A,maalox tc,N/A,0
aluminum,N/A,cefdinir,DB00535,0
aluminum,N/A,maalox tc,N/A,0
magnesium,DB14513,cefdinir,DB00535,0
magnesium,DB14513,maalox tc,N/A,0
cefdinir,DB00535,maalox tc,N/A,1
cefdinir,DB00535,antacid,N/A,0
cefdinir,DB00535,cefdinir,DB00535,0
antacid,N/A,cefdinir,DB00535,0
antacids,N/A,omnicef,N/A,0
omnicef,N/A,omnicef,N/A,0
omnicef,N/A,antacid,N/A,1
probenecid,DB01032,cefdinir,DB00535,0
b-lactam antibiotics,N/A,cefdinir,DB00535,0
probenecid,DB01032,cefdinir,DB00535,0
iron supplements,N/A,iron,DB01592,0
iron supplements,N/A,cefdinir,DB00535,0
iron supplements,N/A,iron supplement,N/A,0
iron supplements,N/A,iron,DB01592,0
iron supplements,N/A,vitamins,N/A,0
iron,DB01592,cefdinir,DB00535,0
iron,DB01592,iron supplement,N/A,0
iron,DB01592,iron,DB01592,0
iron,DB01592,vitamins,N/A,0
cefdinir,DB00535,iron supplement,N/A,0
cefdinir,DB00535,iron,DB01592,1
cefdinir,DB00535,vitamins,N/A,0
iron supplement,N/A,vitamins,N/A,0
iron,DB01592,vitamins,N/A,0
vitamins,N/A,iron,DB01592,0
iron supplements,N/A,omnicef,N/A,1
iron,DB01592,cefdinir,DB00535,0
omnicef,N/A,iron,DB01592,0
nitroprusside,DB00325,nitroferricyanide,N/A,0
butorphanol,DB00611,central nervous system depressants,N/A,1
butorphanol,DB00611,alcohol,N/A,1
butorphanol,DB00611,barbiturates,N/A,1
butorphanol,DB00611,tranquilizers,N/A,1
butorphanol,DB00611,antihistamines,N/A,1
butorphanol,DB00611,central nervous system depressant,N/A,0
central nervous system depressants,N/A,central nervous system depressant,N/A,0
alcohol,N/A,central nervous system depressant,N/A,0
barbiturates,N/A,central nervous system depressant,N/A,0
tranquilizers,N/A,central nervous system depressant,N/A,0
antihistamines,N/A,central nervous system depressant,N/A,0
butorphanol,DB00611,opioids,N/A,0
butorphanol,DB00611,stadol ns,N/A,0
butorphanol,DB00611,sumatriptan,DB00669,0
stadol ns,N/A,sumatriptan,DB00669,0
stadol ns,N/A,butorphanol,DB00611,0
sumatriptan,DB00669,butorphanol,DB00611,0
sumatriptan,DB00669,stadol ns,N/A,0
stadol ns,N/A,imitrex,N/A,0
imitrex,N/A,sumatriptan,DB00669,0
butorphanol,DB00611,cimetidine,DB00501,0
stadol ns,N/A,cimetidine,DB00501,0
butorphanol,DB00611,erythromycin,DB00199,1
stadol ns,N/A,nasal vasoconstrictor,N/A,1
stadol ns,N/A,oxymetazoline,DB00935,0
nasal vasoconstrictor,N/A,oxymetazoline,DB00935,0
butorphanol,DB00611,mao inhibitors,N/A,0
diuretics,N/A,enalapril,DB00584,1
diuretics,N/A,enalaprilat,DB09477,1
enalapril,DB00584,enalaprilat,DB09477,0
enalapril,DB00584,diuretic,N/A,1
enalaprilat,DB09477,diuretic,N/A,1
enalaprilat,DB09477,enalapril,DB00584,0
enalaprilat,DB09477,enalaprilat,DB09477,0
diuretic,N/A,enalapril,DB00584,0
diuretic,N/A,enalaprilat,DB09477,0
enalapril,DB00584,antihypertensive agents,N/A,1
enalapril,DB00584,diuretics,N/A,1
non-steroidal anti-inflammatory agents,N/A,nonsteroidal anti-inflammatory drugs,N/A,0
non-steroidal anti-inflammatory agents,N/A,enalapril,DB00584,0
nonsteroidal anti-inflammatory drugs,N/A,enalapril,DB00584,1
indomethacin,DB00328,vasotec,N/A,0
sulindac,DB00605,vasotec,N/A,0
enalapril,DB00584,enalapril,DB00584,0
enalapril,DB00584,beta adrenergic-blocking agents,N/A,0
enalapril,DB00584,methyldopa,DB00968,0
enalapril,DB00584,nitrates,N/A,0
enalapril,DB00584,calcium-blocking agents,N/A,0
enalapril,DB00584,hydralazine,DB01275,0
enalapril,DB00584,prazosin,DB00457,0
enalapril,DB00584,digoxin,DB00390,0
enalapril,DB00584,beta adrenergic-blocking agents,N/A,0
enalapril,DB00584,methyldopa,DB00968,0
enalapril,DB00584,nitrates,N/A,0
enalapril,DB00584,calcium-blocking agents,N/A,0
enalapril,DB00584,hydralazine,DB01275,0
enalapril,DB00584,prazosin,DB00457,0
enalapril,DB00584,digoxin,DB00390,0
beta adrenergic-blocking agents,N/A,methyldopa,DB00968,0
beta adrenergic-blocking agents,N/A,nitrates,N/A,0
beta adrenergic-blocking agents,N/A,calcium-blocking agents,N/A,0
beta adrenergic-blocking agents,N/A,hydralazine,DB01275,0
beta adrenergic-blocking agents,N/A,prazosin,DB00457,0
beta adrenergic-blocking agents,N/A,digoxin,DB00390,0
methyldopa,DB00968,nitrates,N/A,0
methyldopa,DB00968,calcium-blocking agents,N/A,0
methyldopa,DB00968,hydralazine,DB01275,0
methyldopa,DB00968,prazosin,DB00457,0
methyldopa,DB00968,digoxin,DB00390,0
nitrates,N/A,calcium-blocking agents,N/A,0
nitrates,N/A,hydralazine,DB01275,0
nitrates,N/A,prazosin,DB00457,0
calcium-blocking agents,N/A,hydralazine,DB01275,0
calcium-blocking agents,N/A,prazosin,DB00457,0
calcium-blocking agents,N/A,digoxin,DB00390,0
hydralazine,DB01275,prazosin,DB00457,0
hydralazine,DB01275,digoxin,DB00390,0
prazosin,DB00457,digoxin,DB00390,0
enalapril,DB00584,digitalis,N/A,0
enalapril,DB00584,thiazide-type diuretics,N/A,1
enalapril,DB00584,thiazide-type diuretics,N/A,1
potassium,DB14500,potassium,DB14500,0
lithium,N/A,enalapril,DB00584,0
enalapril,DB00584,lithium,N/A,1
antibiotics,N/A,methotrexate,DB00563,0
antibiotics,N/A,pyrimethamine,DB00205,0
antibiotics,N/A,folic acid,DB00158,0
antibiotics,N/A,vitamin b12,N/A,0
methotrexate,DB00563,pyrimethamine,DB00205,0
methotrexate,DB00563,folic acid,DB00158,0
methotrexate,DB00563,vitamin b12,N/A,0
pyrimethamine,DB00205,folic acid,DB00158,0
pyrimethamine,DB00205,vitamin b12,N/A,0
colchicine,DB01394,para-aminosalicylic acid,N/A,0
colchicine,DB01394,alcohol,N/A,0
colchicine,DB01394,vitamin b12,N/A,1
para-aminosalicylic acid,N/A,alcohol,N/A,0
para-aminosalicylic acid,N/A,vitamin b12,N/A,1
alcohol,N/A,vitamin b12,N/A,1
uricosuric agents,N/A,aspirin,N/A,0
uricosuric agents,N/A,probenecid,DB01032,0
uricosuric agents,N/A,sulfinpyrazone,DB01138,0
uricosuric agents,N/A,phenylbutazone,DB00812,0
aspirin,N/A,probenecid,DB01032,1
aspirin,N/A,sulfinpyrazone,DB01138,1
aspirin,N/A,phenylbutazone,DB00812,1
probenecid,DB01032,phenylbutazone,DB00812,0
sulfinpyrazone,DB01138,phenylbutazone,DB00812,0
alcohol,N/A,aspirin,N/A,1
pyrazolone derivatives,N/A,phenylbutazone,DB00812,0
pyrazolone derivatives,N/A,oxyphenbutazone,DB03585,0
pyrazolone derivatives,N/A,dipyrone,N/A,0
pyrazolone derivatives,N/A,aspirin,N/A,1
phenylbutazone,DB00812,oxyphenbutazone,DB03585,0
phenylbutazone,DB00812,dipyrone,N/A,0
phenylbutazone,DB00812,aspirin,N/A,1
oxyphenbutazone,DB03585,dipyrone,N/A,0
oxyphenbutazone,DB03585,aspirin,N/A,1
dipyrone,N/A,aspirin,N/A,1
nonsteroidal antiinflammatory,N/A,aspirin,N/A,0
nonsteroidal antiinflammatory,N/A,nonsteroidal anti-inflammatory,N/A,0
aspirin,N/A,nonsteroidal anti-inflammatory,N/A,1
phenobarbital,DB01174,aspirin,N/A,1
phenytoin,DB00252,aspirin,N/A,0
phenytoin,DB00252,aspirin,N/A,1
propranolol,DB00571,aspirins,N/A,1
antacids,N/A,aspirin,N/A,0
aspirin,N/A,antacids,N/A,1
antidiabetic drug,N/A,insulin,N/A,0
diethylpropion,DB00937,antihypertensive drugs,N/A,1
diethylpropion,DB00937,guanethidine,DB01170,1
diethylpropion,DB00937,a-methyldopa,N/A,1
antihypertensive drugs,N/A,a-methyldopa,N/A,0
guanethidine,DB01170,a-methyldopa,N/A,0
phenothiazines,N/A,diethylpropion,DB00937,1
dasatinib,DB01254,dasatinib,DB01254,0
sprycel,N/A,ketoconazole,DB01026,1
sprycel,N/A,itraconazole,DB01167,1
sprycel,N/A,erythromycin,DB00199,1
sprycel,N/A,clarithromycin,DB01211,1
sprycel,N/A,ritonavir,DB00503,1
sprycel,N/A,atazanavir,DB01072,1
sprycel,N/A,indinavir,DB00224,1
sprycel,N/A,nefazodone,DB01149,1
sprycel,N/A,nelfinavir,DB00220,1
sprycel,N/A,saquinavir,DB01232,1
sprycel,N/A,telithromycin,DB00976,1
sprycel,N/A,dasatinib,DB01254,0
ketoconazole,DB01026,dasatinib,DB01254,0
itraconazole,DB01167,atazanavir,DB01072,0
itraconazole,DB01167,indinavir,DB00224,0
itraconazole,DB01167,dasatinib,DB01254,0
erythromycin,DB00199,atazanavir,DB01072,0
erythromycin,DB00199,nelfinavir,DB00220,0
erythromycin,DB00199,telithromycin,DB00976,0
erythromycin,DB00199,dasatinib,DB01254,0
clarithromycin,DB01211,atazanavir,DB01072,0
clarithromycin,DB01211,dasatinib,DB01254,0
ritonavir,DB00503,atazanavir,DB01072,0
ritonavir,DB00503,nefazodone,DB01149,0
ritonavir,DB00503,dasatinib,DB01254,0
atazanavir,DB01072,dasatinib,DB01254,0
indinavir,DB00224,dasatinib,DB01254,0
nefazodone,DB01149,dasatinib,DB01254,0
nelfinavir,DB00220,dasatinib,DB01254,0
saquinavir,DB01232,dasatinib,DB01254,0
telithromycin,DB00976,dasatinib,DB01254,0
sprycel,N/A,sprycel,N/A,0
dasatinib,DB01254,dasatinib,DB01254,0
dexamethasone,DB01234,rifampicin,DB01045,0
phenytoin,DB00252,rifampicin,DB01045,0
carbamazepine,DB00564,rifampicin,DB01045,0
antacids,N/A,dasatinib,DB01254,0
sprycel,N/A,antacids,N/A,1
antacid,N/A,sprycel,N/A,1
h2 blockers,N/A,proton pump inhibitors,N/A,0
h2 blockers,N/A,famotidine,DB00927,0
h2 blockers,N/A,omeprazole,DB00338,0
h2 blockers,N/A,dasatinib,DB01254,0
proton pump inhibitors,N/A,h2 blockers,N/A,0
proton pump inhibitors,N/A,proton pump inhibitors,N/A,0
proton pump inhibitors,N/A,famotidine,DB00927,0
proton pump inhibitors,N/A,omeprazole,DB00338,0
proton pump inhibitors,N/A,dasatinib,DB01254,0
h2 blockers,N/A,proton pump inhibitors,N/A,0
h2 blockers,N/A,famotidine,DB00927,0
h2 blockers,N/A,omeprazole,DB00338,0
h2 blockers,N/A,dasatinib,DB01254,1
proton pump inhibitors,N/A,famotidine,DB00927,0
proton pump inhibitors,N/A,dasatinib,DB01254,1
famotidine,DB00927,dasatinib,DB01254,1
omeprazole,DB00338,dasatinib,DB01254,1
h2 blockers,N/A,sprycel,N/A,1
proton pump inhibitors,N/A,sprycel,N/A,1
antacids,N/A,h2 blockers,N/A,0
antacids,N/A,sprycel,N/A,0
alfentanil,DB00802,cyclosporine,DB00091,0
alfentanil,DB00802,fentanyl,DB00813,0
alfentanil,DB00802,pimozide,DB01100,0
alfentanil,DB00802,quinidine,DB00908,0
alfentanil,DB00802,sirolimus,DB00877,0
alfentanil,DB00802,tacrolimus,DB00864,0
alfentanil,DB00802,ergot alkaloids,N/A,0
alfentanil,DB00802,ergotamine,DB00696,0
alfentanil,DB00802,dihydroergotamine,DB00320,0
alfentanil,DB00802,sprycel,N/A,1
astemizole,DB00637,cyclosporine,DB00091,0
astemizole,DB00637,fentanyl,DB00813,0
astemizole,DB00637,pimozide,DB01100,0
astemizole,DB00637,quinidine,DB00908,0
astemizole,DB00637,sirolimus,DB00877,0
astemizole,DB00637,tacrolimus,DB00864,0
astemizole,DB00637,ergot alkaloids,N/A,0
astemizole,DB00637,ergotamine,DB00696,0
astemizole,DB00637,dihydroergotamine,DB00320,0
astemizole,DB00637,sprycel,N/A,1
terfenadine,DB00342,cyclosporine,DB00091,0
terfenadine,DB00342,fentanyl,DB00813,0
terfenadine,DB00342,pimozide,DB01100,0
terfenadine,DB00342,quinidine,DB00908,0
terfenadine,DB00342,sirolimus,DB00877,0
terfenadine,DB00342,tacrolimus,DB00864,0
terfenadine,DB00342,ergot alkaloids,N/A,0
terfenadine,DB00342,ergotamine,DB00696,0
terfenadine,DB00342,dihydroergotamine,DB00320,0
terfenadine,DB00342,sprycel,N/A,1
cisapride,DB00604,cyclosporine,DB00091,0
cisapride,DB00604,fentanyl,DB00813,0
cisapride,DB00604,pimozide,DB01100,0
cisapride,DB00604,quinidine,DB00908,0
cisapride,DB00604,sirolimus,DB00877,0
cisapride,DB00604,tacrolimus,DB00864,0
cisapride,DB00604,ergot alkaloids,N/A,0
cisapride,DB00604,ergotamine,DB00696,0
cisapride,DB00604,dihydroergotamine,DB00320,0
cisapride,DB00604,sprycel,N/A,1
cyclosporine,DB00091,quinidine,DB00908,0
cyclosporine,DB00091,ergot alkaloids,N/A,0
cyclosporine,DB00091,ergotamine,DB00696,0
cyclosporine,DB00091,dihydroergotamine,DB00320,0
cyclosporine,DB00091,sprycel,N/A,1
fentanyl,DB00813,pimozide,DB01100,0
fentanyl,DB00813,quinidine,DB00908,0
fentanyl,DB00813,sirolimus,DB00877,0
fentanyl,DB00813,tacrolimus,DB00864,0
fentanyl,DB00813,ergot alkaloids,N/A,0
fentanyl,DB00813,ergotamine,DB00696,0
fentanyl,DB00813,dihydroergotamine,DB00320,0
fentanyl,DB00813,sprycel,N/A,1
pimozide,DB01100,quinidine,DB00908,0
pimozide,DB01100,sirolimus,DB00877,0
pimozide,DB01100,tacrolimus,DB00864,0
pimozide,DB01100,ergot alkaloids,N/A,0
pimozide,DB01100,ergotamine,DB00696,0
pimozide,DB01100,dihydroergotamine,DB00320,0
pimozide,DB01100,sprycel,N/A,1
quinidine,DB00908,sirolimus,DB00877,0
